CNT,CNTRYID,SCHID,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC002Q01TA,SC002Q02TA,SC003Q01TA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q05NA,SC053Q06NA,SC053Q07TA,SC053Q08TA,SC053Q09TA,SC053Q10TA,SC053D11TA,SC059Q01NA,SC059Q02NA,SC059Q03NA,SC059Q04NA,SC059Q05NA,SC059Q06NA,SC059Q07NA,SC059Q08NA,SC052Q01NA,SC052Q02NA,SC009Q01TA,SC009Q02TA,SC009Q03TA,SC009Q04TA,SC009Q05TA,SC009Q06TA,SC009Q07TA,SC009Q08TA,SC009Q09TA,SC009Q10TA,SC009Q11TA,SC009Q12TA,SC009Q13TA,SC010Q01TA,SC010Q01TB,SC010Q01TC,SC010Q01TD,SC010Q01TE,SC010Q02TA,SC010Q02TB,SC010Q02TC,SC010Q02TD,SC010Q02TE,SC010Q03TA,SC010Q03TB,SC010Q03TC,SC010Q03TD,SC010Q03TE,SC010Q04TA,SC010Q04TB,SC010Q04TC,SC010Q04TD,SC010Q04TE,SC010Q05TA,SC010Q05TB,SC010Q05TC,SC010Q05TD,SC010Q05TE,SC010Q06TA,SC010Q06TB,SC010Q06TC,SC010Q06TD,SC010Q06TE,SC010Q07TA,SC010Q07TB,SC010Q07TC,SC010Q07TD,SC010Q07TE,SC010Q08TA,SC010Q08TB,SC010Q08TC,SC010Q08TD,SC010Q08TE,SC010Q09TA,SC010Q09TB,SC010Q09TC,SC010Q09TD,SC010Q09TE,SC010Q10TA,SC010Q10TB,SC010Q10TC,SC010Q10TD,SC010Q10TE,SC010Q11TA,SC010Q11TB,SC010Q11TC,SC010Q11TD,SC010Q11TE,SC010Q12TA,SC010Q12TB,SC010Q12TC,SC010Q12TD,SC010Q12TE,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC013Q01TA,SC014Q01NA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC019Q01NA01,SC019Q01NA02,SC019Q02NA01,SC019Q02NA02,SC019Q03NA01,SC019Q03NA02,SC025Q01NA,SC025Q02NA,SC027Q01NA,SC027Q02NA,SC027Q03NA,SC027Q04NA,SC032Q01TA,SC032Q02TA,SC032Q03TA,SC032Q04TA,SC034Q01NA,SC034Q02NA,SC034Q03TA,SC034Q04TA,SC035Q01NA,SC035Q01NB,SC035Q02TA,SC035Q02TB,SC035Q03TA,SC035Q03TB,SC035Q04TA,SC035Q04TB,SC035Q05TA,SC035Q05TB,SC035Q06TA,SC035Q06TB,SC035Q07TA,SC035Q07TB,SC035Q08TA,SC035Q08TB,SC035Q09NA,SC035Q09NB,SC035Q10TA,SC035Q10TB,SC035Q11NA,SC035Q11NB,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC040Q02NA,SC040Q03NA,SC040Q05NA,SC040Q11NA,SC040Q12NA,SC040Q15NA,SC040Q16NA,SC040Q17NA,SC041Q01NA,SC041Q03NA,SC041Q04NA,SC041Q05NA,SC041Q06NA,SC042Q01TA,SC042Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC063Q02NA,SC063Q03NA,SC063Q04NA,SC063Q06NA,SC063Q07NA,SC063Q09NA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SCHSIZE,CLSIZE,RATCMP1,RATCMP2,LEAD,LEADCOM,LEADINST,LEADPD,LEADTCH,RESPCUR,RESPRES,SCHAUT,TEACHPART,EDUSHORT,STAFFSHORT,PROAT5AB,PROAT5AM,PROAT6,PROATCE,TOTAT,PROSTAT,PROSTCE,PROSTMAS,TOTST,CREACTIV,SCIERES,STUBEHA,TEACHBEHA,STRATIO,SCHLTYPE,W_SCHGRNRABWT,SENWT,VER_DAT
USA,840,00154,84000154,06MS,084000,84000,USA0102,8400000,1,2,313,3,890,928,4,460,205,205,100,54,55,94,1,1,1,1,1,1,2,2,2,1,9999997,1,2,1,1,1,1,2,2,2,2,4,4,5,5,6,6,5,6,4,4,4,6,4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,1,1,1,3,NA,1,NA,100,0,0,NA,1,2,2,2,2,2,3,2,94,11,NA,NA,NA,NA,NA,NA,1,NA,19,4,19,NA,19,NA,100,100,1,1,1,1,1,2,1,1,2,2,5,5,NA,1,NA,1,NA,1,NA,2,NA,1,1,NA,1,NA,1,NA,NA,1,1,NA,NA,1,1,1,2,2,3,2,1,1,1,2,1,3,2,2,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,2,2,5,10,9,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,38,36,10,8,1818,28,0.4457,1,1.0045,0.9285,1.255,1.8133,0.0278,-0.2296,1.769,0.75,4,0.2208,0.0814,NA,NA,0.0101,NA,99.5,0.2111,0.9048,0.9048,21,2,5,0.8947,-0.2386,18.2714,3,50.949165764,7.05995,17NOV16:12:20:57
USA,840,00156,84000156,06MS,084000,84000,USA0104,8400000,1,2,313,3,1529,1464,4,747,760,760,750,100,50,500,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,1,2,1,1,1,6,6,4,6,6,6,6,6,4,4,4,6,3,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,1,3,NA,1,NA,98,1,1,NA,3,2,2,2,1,1,2,2,226,6,226,6,32,0,190,6,4,0,26,0,26,0,26,0,97,98,1,1,1,1,1,1,1,2,2,2,5,5,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,1,3,16,14,22,2,2,2,3,3,2,2,3,2,2,1,1,1,1,1,1,25,50,5,1,2993,28,1.0174,1,1.3257,1.4001,2.2317,1.8133,0.0278,-0.4196,-0.5181,0.75,6,-0.3301,0.4783,0.1397,0.8428,0.0175,1,229,0.1135,1,1,26,3,6,0.511,0.6298,13.0699,3,31.287039188,4.3354,17NOV16:12:20:57
USA,840,00158,84000158,06MS,084000,84000,USA0104,8400000,1,2,313,1,8,14,3,NA,125,125,60,11,14,150,1,1,1,1,2,2,2,2,1,1,9999997,1,2,1,1,1,1,2,2,1,1,3,4,6,1,6,3,4,6,4,4,4,5,4,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,2,2,1,NA,98,2,0,0,1,3,1,3,1,1,2,2,10,7,10,7,10,7,3,1,0,0,2,0,2,0,1,0,100,100,1,1,1,1,1,1,1,2,2,3,5,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,3,2,NA,14,42,2,2,3,2,3,2,2,2,2,2,1,1,2,1,1,2,60,40,5,10,22,23,NA,1,0.337,0.9838,0.2041,0.0992,0.0278,-0.6572,0.0097,1,8,-0.3301,0.4495,1,0.2593,0,1,13.5,0.1481,1,0.5,2,3,5,0.5199,0.2229,1.6296,3,641.09766134,88.83593,17NOV16:12:20:57
USA,840,00159,84000159,06MS,084000,84000,USA0206,8400000,1,2,313,5,239,284,4,140,30,30,30,0,5,54,1,1,2,1,1,2,1,2,1,1,9999997,1,2,1,2,2,1,2,2,1,1,3,5,6,4,6,5,6,6,3,4,3,6,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,2,2,3,1,NA,94,1,5,0,2,1,2,2,4,3,3,3,55,2,41,2,NA,2,10,0,3,0,7,0,7,0,4,0,100,100,1,2,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,3,1,1,3,1,3,1,1,3,1,1,1,1,1,2,3,2,60,10,83,2,1,2,3,2,3,1,2,1,1,1,1,2,2,1,2,20,75,9,11,523,28,0.2143,1,0.8411,1.1181,1.289,1.0958,-0.4445,-0.9137,-0.2366,0.83,4,1.0713,0.0242,0.0179,0.1786,0.0536,0.75,56,0.125,1,0.5714,7,3,3,-0.2847,-0.425,9.3393,3,170.68847938,23.65204,17NOV16:12:20:57
USA,840,00160,84000160,06MS,084000,84000,USA0308,8400000,1,2,313,4,2156,2074,6,1017,1157,1157,738,10,170,163,1,1,1,1,1,1,1,1,1,1,9999997,1,1,1,1,1,1,2,1,1,1,6,6,5,5,6,6,6,6,5,6,6,6,3,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,2,1,2,1,3,2,1,NA,92,0,8,0,1,2,2,2,1,1,1,1,278,NA,173,1,112,1,57,0,4,0,25,0,25,0,21,0,48,100,1,1,1,1,1,1,1,1,2,3,5,5,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,11,10,66,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,10,25,1,5,4230,38,1.1377,1,1.995,1.6423,1.6178,1.8133,1.3806,-0.7997,-0.4302,0.83,8,-1.2541,0.0814,0.4047,0.205,0.0144,0.6241,278,0.0899,1,0.84,25,3,7,-0.348,0.2229,15.2158,3,19.460801437,2.69665,17NOV16:12:20:57
USA,840,00161,84000161,06MS,084000,84000,USA0309,8400000,1,2,313,4,255,272,3,95,700,700,650,37,40,780,1,2,1,1,2,1,2,1,1,1,9999997,1,2,1,1,1,1,1,1,1,1,5,6,5,5,6,6,5,6,6,6,5,5,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2,3,3,2,2,2,1,NA,100,0,0,NA,3,3,3,2,2,2,2,3,53,7,53,0,53,0,48,0,0,0,6,1,6,1,6,1,100,100,1,1,1,1,1,1,1,1,2,3,5,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,17,22,91,3,3,4,3,3,4,3,3,3,3,1,1,1,1,1,1,60,60,10,15,527,23,7.3684,1,1.8158,1.7003,1.255,0.9596,1.6883,-0.6097,-0.4477,0.58,3,0.2467,0.9861,0.9381,0.8496,0,0.9381,56.5,0.115,1,1,6.5,2,7,1.7839,2.0725,9.3274,3,702.45763694,97.33849,17NOV16:12:20:57
USA,840,00162,84000162,06MS,084000,84000,USA0102,8400000,1,2,313,5,1600,1700,5,1152,343,343,142,121,121,376,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,1,1,1,1,2,5,5,6,5,6,6,6,6,4,4,4,6,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,3,1,1,2,1,3,NA,1,NA,100,0,0,NA,2,3,2,1,1,1,3,3,180,NA,180,NA,180,NA,160,NA,2,NA,21,NA,21,NA,21,NA,100,100,1,1,1,1,1,1,1,1,2,2,5,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,2,64,14,70,3,3,1,2,2,3,1,3,2,1,1,2,2,1,2,1,10,50,NA,NA,3300,33,0.2977,1,1.382,1.5437,1.6178,1.8133,0.0278,0.0554,-0.4302,0.83,3,0.3922,0.1592,1,0.8889,0.0111,1,180,0.1167,1,1,21,3,7,0.6454,0.2334,18.3333,3,40.504594923,5.61266,17NOV16:12:20:57
USA,840,00163,84000163,06MS,084000,84000,USA0206,8400000,1,2,313,2,700,630,3,306,100,100,100,20,50,120,1,1,1,1,1,1,2,1,NA,1,9999997,1,2,1,1,1,1,2,1,1,2,3,5,4,5,6,6,6,6,4,6,5,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,3,NA,1,NA,100,0,0,NA,2,1,1,1,1,2,1,1,96,NA,96,NA,25,NA,71,NA,0,NA,11,NA,11,NA,11,NA,10,10,1,1,1,1,1,2,1,2,3,2,4,5,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,3,3,3,1,1,3,3,3,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,3,10,30,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,50,50,15,50,1330,23,0.3268,1,1.3823,0.7998,1.6178,1.8133,0.8031,-1.0847,-0.5533,0.33,1,-0.9866,-0.9308,0.2604,0.7396,0,1,96,0.1146,1,1,11,2,6,0.0185,-1.2619,13.8542,3,58.109827249,8.05219,17NOV16:12:20:57
USA,840,00166,84000166,06MS,084000,84000,USA0102,8400000,1,2,313,1,230,220,2,143,200,200,60,30,30,40,1,1,1,1,1,1,2,2,1,1,9999997,1,2,1,1,1,1,2,1,1,1,5,3,5,6,6,4,4,5,5,6,6,6,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,3,3,1,NA,99,0,1,0,1,1,1,1,1,1,1,1,37,0,37,0,23,0,14,0,0,0,5,0,5,0,5,0,90,100,1,1,1,1,1,1,1,2,2,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,3,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,0,10,60,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,25,50,10,25,450,18,1.3986,1,1.1459,0.8465,1.2219,0.4475,1.3806,-0.7997,-0.5684,0.67,6,-1.2541,-1.6823,0.6216,0.3784,0,1,37,0.1351,1,1,5,3,6,-0.9478,-0.1073,12.1622,3,222.62861347,30.84931,17NOV16:12:20:57
USA,840,00169,84000169,06MS,084000,84000,USA0104,8400000,1,2,313,3,680,652,3,324,324,324,324,2,90,100,1,1,1,1,2,1,2,2,1,1,9999997,2,2,1,2,2,2,2,2,1,1,2,6,6,6,5,5,5,5,5,5,2,4,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,3,NA,1,NA,99,1,NA,NA,2,2,3,2,2,3,3,3,93,NA,93,NA,NA,NA,NA,NA,NA,NA,12,NA,12,NA,12,NA,100,100,1,1,1,1,1,1,1,1,2,NA,5,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,2,NA,NA,NA,NA,NA,2,2,1,16,40,3,2,2,3,2,3,2,3,2,2,2,1,2,1,1,2,30,15,0,5,1332,23,1,1,0.6652,1.0999,1.1814,0.0394,0.331,1.4806,0.4495,1,5,0.7414,0.5382,NA,NA,NA,1,93,0.129,1,1,12,3,1,0.6841,0.9807,14.3226,3,66.282271185,9.18463,17NOV16:12:20:57
USA,840,00172,84000172,06MS,084000,84000,USA0206,8400000,1,2,313,4,892,906,4,452,700,700,425,75,98,78,1,1,1,1,1,1,1,1,1,1,9999997,1,1,1,1,1,1,2,1,1,1,3,4,6,6,5,5,5,5,5,6,5,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,2,2,1,2,1,3,2,1,NA,100,0,0,0,2,2,1,1,2,1,2,2,98,7,98,6,19,2,74,5,5,0,12,0,12,0,12,0,99,100,1,1,1,1,1,2,1,1,2,2,5,5,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,3,2,1,1,1,1,1,1,1,2,2,2,5,12,22,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,50,50,10,73,1798,28,1.5487,1,1.1428,0.9838,1.1814,0.3642,1.1271,-0.9137,-0.5533,0.58,5,-0.2374,-0.4548,0.197,0.7537,0.0493,0.9951,101.5,0.1182,1,1,12,3,7,0.8947,0.2229,17.7143,3,52.686435334,7.30068,17NOV16:12:20:57
USA,840,00173,84000173,06MS,084000,84000,USA0206,8400000,1,2,313,3,1187,1180,4,592,542,NA,488,35,148,2169,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,1,2,1,2,1,3,4,4,3,4,3,5,5,4,4,4,4,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,NA,1,NA,80,5,0,15,1,2,1,3,2,1,2,2,190,4,188,4,33,0,150,4,3,0,16,NA,16,3,16,2,95,100,1,1,1,1,2,2,1,2,2,2,5,5,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,3,3,2,1,1,1,3,1,3,1,2,2,2,2,2,2,3,25,20,31,3,3,2,2,2,3,2,3,2,2,1,1,1,1,1,1,63,66,5,22,2367,28,0.9155,NA,0.0642,0.4393,0.3157,-0.4412,0.0278,-0.7997,-0.4477,0.58,3,-0.2374,0.2007,0.1719,0.7917,0.0156,0.9896,192,0.0833,NA,NA,16,3,6,0.8947,0.9807,12.3281,3,36.617269856,5.074,17NOV16:12:20:57
USA,840,00174,84000174,06MS,084000,84000,USA0309,8400000,1,2,313,2,156,130,3,80,20,15,15,12,1,14,1,2,2,1,2,2,2,2,1,1,9999997,2,2,1,2,2,2,2,2,1,1,3,4,6,6,6,6,6,6,6,6,6,6,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3,3,3,3,3,NA,1,NA,100,NA,NA,NA,4,2,4,4,4,4,4,4,24,NA,24,NA,24,NA,20,NA,0,NA,3,NA,1,NA,3,NA,100,NA,1,1,1,1,1,NA,1,1,3,1,NA,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,76,93,4,3,4,2,4,2,2,2,2,2,1,1,1,1,1,1,18,7,3,1,286,23,0.25,0.75,2.3388,1.1816,2.2317,1.8133,2.3955,-1.2558,-0.7644,0.17,0,3.6096,2.1896,1,0.8333,0,1,24,0.125,0.3333,1,3,2,1,2.0946,0.2229,11.9167,3,1743.3167652,241.56876,17NOV16:12:20:57
USA,840,00175,84000175,06MS,084000,84000,USA0104,8400000,1,2,313,4,115,89,1,53,53,53,0,2,2,13,2,2,1,1,2,2,2,1,2,1,9999997,2,2,1,2,2,2,2,2,1,1,4,2,5,4,6,6,6,6,4,4,3,6,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,3,2,2,3,1,1,NA,1,NA,100,0,0,NA,3,1,1,1,2,1,2,2,9,NA,9,NA,9,NA,2,NA,0,NA,1,NA,1,NA,1,NA,NA,NA,1,1,1,2,1,2,1,2,2,1,5,5,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,3,1,1,3,2,2,2,1,1,1,3,3,1,1,1,1,2,3,2,17,11,100,4,4,2,3,2,1,1,1,1,1,1,2,2,2,1,2,5,5,NA,NA,204,13,1,1,0.8536,0.4303,1.289,1.8133,-0.1259,-0.7997,-0.6061,0.67,5,-0.2374,-0.5392,1,0.2222,0,1,9,0.1111,1,1,1,0,1,1.8914,-2.1182,22.6667,3,579.2279958,80.26274,17NOV16:12:20:57
USA,840,00177,84000177,06MS,084000,84000,USA0206,8400000,1,2,313,3,966,891,4,520,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,9999997,1,2,1,1,1,1,2,2,1,1,4,3,5,NA,4,4,5,6,4,4,4,6,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,1,1,2,2,3,2,1,NA,100,NA,NA,NA,1,3,NA,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,1,1,1,1,1,1,1,1,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1857,28,NA,NA,0.5459,0.6882,NA,0.7176,0.0278,-1.0277,-0.3422,0.58,5,0.9328,0.4669,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,3,43.51104203,6.02926,17NOV16:12:20:57
USA,840,00178,84000178,06MS,084000,84000,USA0206,8400000,1,2,313,3,85,160,2,62,80,80,80,10,10,10,2,2,1,2,2,2,2,2,2,2,9999997,1,2,1,1,1,1,2,2,1,1,4,4,4,4,5,5,5,3,5,5,3,4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,3,3,1,1,1,1,1,1,NA,100,0,0,0,1,1,1,1,1,1,2,2,10,0,10,0,10,0,3,0,0,0,2,0,2,0,2,0,100,100,1,1,1,1,1,1,1,1,2,2,5,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,3,1,45,2,83,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,20,30,NA,NA,245,18,1.2903,1,0.5186,0.8182,0.7532,-0.4081,0.4556,-0.7997,0.0097,0.83,9,-0.3301,-1.6823,1,0.3,0,1,10,0.2,1,1,2,0,5,-0.2873,-2.1182,24.5,3,390.51631499,54.11325,17NOV16:12:20:57
USA,840,00180,84000180,06MS,084000,84000,USA0308,8400000,1,2,313,2,939,863,5,549,100,100,100,0,0,100,1,1,1,1,1,1,1,1,1,1,9999997,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,99,0,1,0,1,1,1,1,1,1,1,1,69,0,69,NA,NA,NA,NA,NA,NA,NA,10,NA,10,NA,10,NA,95,50,1,1,1,1,1,1,1,1,2,2,2,NA,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,3,3,90,10,91,3,3,3,2,2,2,3,2,1,1,1,1,1,1,1,1,50,50,15,15,1802,33,0.1821,1,-0.1597,-0.2305,0.0833,-0.4247,0.0278,-0.7997,1.769,0.92,5,-1.2541,-1.6823,NA,NA,NA,1,69,0.1449,1,1,10,3,8,1.148,-0.1794,26.1159,3,44.541639191,6.17207,17NOV16:12:20:57
