CNT,CNTRYID,SCHID,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC002Q01TA,SC002Q02TA,SC003Q01TA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q05NA,SC053Q06NA,SC053Q07TA,SC053Q08TA,SC053Q09TA,SC053Q10TA,SC053D11TA,SC059Q01NA,SC059Q02NA,SC059Q03NA,SC059Q04NA,SC059Q05NA,SC059Q06NA,SC059Q07NA,SC059Q08NA,SC052Q01NA,SC052Q02NA,SC009Q01TA,SC009Q02TA,SC009Q03TA,SC009Q04TA,SC009Q05TA,SC009Q06TA,SC009Q07TA,SC009Q08TA,SC009Q09TA,SC009Q10TA,SC009Q11TA,SC009Q12TA,SC009Q13TA,SC010Q01TA,SC010Q01TB,SC010Q01TC,SC010Q01TD,SC010Q01TE,SC010Q02TA,SC010Q02TB,SC010Q02TC,SC010Q02TD,SC010Q02TE,SC010Q03TA,SC010Q03TB,SC010Q03TC,SC010Q03TD,SC010Q03TE,SC010Q04TA,SC010Q04TB,SC010Q04TC,SC010Q04TD,SC010Q04TE,SC010Q05TA,SC010Q05TB,SC010Q05TC,SC010Q05TD,SC010Q05TE,SC010Q06TA,SC010Q06TB,SC010Q06TC,SC010Q06TD,SC010Q06TE,SC010Q07TA,SC010Q07TB,SC010Q07TC,SC010Q07TD,SC010Q07TE,SC010Q08TA,SC010Q08TB,SC010Q08TC,SC010Q08TD,SC010Q08TE,SC010Q09TA,SC010Q09TB,SC010Q09TC,SC010Q09TD,SC010Q09TE,SC010Q10TA,SC010Q10TB,SC010Q10TC,SC010Q10TD,SC010Q10TE,SC010Q11TA,SC010Q11TB,SC010Q11TC,SC010Q11TD,SC010Q11TE,SC010Q12TA,SC010Q12TB,SC010Q12TC,SC010Q12TD,SC010Q12TE,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC013Q01TA,SC014Q01NA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC019Q01NA01,SC019Q01NA02,SC019Q02NA01,SC019Q02NA02,SC019Q03NA01,SC019Q03NA02,SC025Q01NA,SC025Q02NA,SC027Q01NA,SC027Q02NA,SC027Q03NA,SC027Q04NA,SC032Q01TA,SC032Q02TA,SC032Q03TA,SC032Q04TA,SC034Q01NA,SC034Q02NA,SC034Q03TA,SC034Q04TA,SC035Q01NA,SC035Q01NB,SC035Q02TA,SC035Q02TB,SC035Q03TA,SC035Q03TB,SC035Q04TA,SC035Q04TB,SC035Q05TA,SC035Q05TB,SC035Q06TA,SC035Q06TB,SC035Q07TA,SC035Q07TB,SC035Q08TA,SC035Q08TB,SC035Q09NA,SC035Q09NB,SC035Q10TA,SC035Q10TB,SC035Q11NA,SC035Q11NB,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC040Q02NA,SC040Q03NA,SC040Q05NA,SC040Q11NA,SC040Q12NA,SC040Q15NA,SC040Q16NA,SC040Q17NA,SC041Q01NA,SC041Q03NA,SC041Q04NA,SC041Q05NA,SC041Q06NA,SC042Q01TA,SC042Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC063Q02NA,SC063Q03NA,SC063Q04NA,SC063Q06NA,SC063Q07NA,SC063Q09NA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SCHSIZE,CLSIZE,RATCMP1,RATCMP2,LEAD,LEADCOM,LEADINST,LEADPD,LEADTCH,RESPCUR,RESPRES,SCHAUT,TEACHPART,EDUSHORT,STAFFSHORT,PROAT5AB,PROAT5AM,PROAT6,PROATCE,TOTAT,PROSTAT,PROSTCE,PROSTMAS,TOTST,CREACTIV,SCIERES,STUBEHA,TEACHBEHA,STRATIO,SCHLTYPE,W_SCHGRNRABWT,SENWT,VER_DAT
USA,840,00046,84000046,06MS,084000,84000,USA0308,8400000,1,2,313,5,1200,1286,4,630,600,600,500,100,30,250,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,1,2,1,1,1,6,4,5,1,6,5,3,6,4,4,4,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,3,3,2,1,NA,100,NA,NA,NA,2,2,2,2,1,1,2,2,102,0,NA,NA,NA,NA,75,NA,15,NA,22,NA,22,NA,22,NA,19,40,1,1,1,1,1,1,1,1,2,2,5,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,9,7,38,2,2,2,3,2,3,1,2,2,2,1,1,1,1,1,2,37,74,16,27,2486,28,0.9524,1,0.3164,1.1347,-0.0402,0.2668,0.0278,0.9105,0.0097,0.83,6,-0.3301,0.2838,NA,0.7353,0.1471,NA,102,0.2157,1,1,22,3,6,0.2964,0.2911,24.3725,3,46.569185685,6.45302,17NOV16:12:20:57
USA,840,00047,84000047,06MS,084000,84000,USA0102,8400000,1,2,313,2,325,259,3,168,300,300,120,60,60,75,1,1,1,1,2,1,2,1,1,1,9999997,1,1,1,1,1,1,1,1,1,1,5,5,5,6,6,6,6,6,4,5,5,5,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2,1,3,NA,1,NA,90,10,0,NA,3,2,2,2,1,1,1,1,45,1,NA,NA,NA,NA,20,NA,1,NA,8,NA,8,NA,8,NA,70,55,1,1,1,1,1,1,1,1,3,3,5,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,22,32,60,4,3,3,3,2,2,3,3,2,3,1,1,1,1,1,1,51,80,2,65,584,23,1.7857,1,1.5981,1.4214,2.2317,0.9596,0.4765,-0.2296,0.7134,1,0,-1.2541,0.4783,NA,0.4396,0.022,NA,45.5,0.1758,1,1,8,3,8,1.7215,1.2966,12.8352,3,166.2383831,23.0354,17NOV16:12:20:57
USA,840,00048,84000048,06MS,084000,84000,USA0308,8400000,1,2,313,4,978,1001,5,487,150,150,60,15,85,90,1,1,1,1,1,1,2,1,1,1,9999997,1,1,1,1,1,1,2,1,1,1,3,4,5,6,6,5,5,5,6,6,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1979,33,0.308,1,1.3006,0.7724,1.5685,0.3642,2.3955,-0.7997,-0.3422,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,45.241185128,6.269,17NOV16:12:20:57
USA,840,00049,84000049,06MS,084000,84000,USA0102,8400000,1,2,313,2,606,529,2,295,200,200,100,46,24,76,1,1,1,1,1,1,1,1,1,1,9999997,2,2,2,1,1,1,2,1,1,1,2,2,6,6,5,5,5,6,6,6,2,6,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,NA,1,NA,100,NA,NA,NA,2,1,2,1,2,1,2,2,76,0,76,0,76,0,NA,0,0,0,13,0,13,0,13,0,100,100,1,1,1,1,1,1,1,1,2,3,3,5,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,3,2,2,2,3,1,1,1,1,1,1,3,2,1,1,2,2,2,2,0,10,62,4,4,2,2,2,3,3,3,2,2,2,2,1,2,1,2,1,60,NA,NA,1135,18,0.678,1,0.9798,0.3143,1.1814,1.0958,0.908,-0.4196,0.7134,1,4,-0.2374,-0.4427,1,0,0,1,76,0.1711,1,1,13,3,4,1.6883,1.2432,14.9342,3,118.81462083,16.46396,17NOV16:12:20:57
USA,840,00050,84000050,06MS,084000,84000,USA0309,8400000,1,2,313,5,NA,NA,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426.976019,197.7339,17NOV16:12:20:57
USA,840,00051,84000051,06MS,084000,84000,USA0308,8400000,1,2,313,4,1501,1444,6,780,366,366,130,4,110,200,1,1,1,1,2,2,2,2,1,1,9999997,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,4,5,4,4,4,4,4,5,2,4,4,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,2,1,3,1,1,NA,100,0,0,NA,1,1,1,1,1,3,2,1,110,0,108,0,NA,0,NA,0,NA,0,17,0,17,0,NA,0,100,100,1,1,1,1,1,2,1,2,2,2,4,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,1,NA,NA,NA,NA,NA,2,2,6,10,85,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,NA,NA,10,5,2945,38,0.4692,1,0.2074,0.7998,0.4846,-0.4247,0.0904,-0.7997,-0.5181,0.67,7,-0.5052,-1.6823,0,0,0,0.9818,110,0.1545,1,0,17,3,NA,0.0185,0.2229,26.7727,3,27.511350187,3.81221,17NOV16:12:20:57
USA,840,00052,84000052,06MS,084000,84000,USA0104,8400000,1,2,313,4,1160,1158,4,567,567,567,567,0,150,180,1,1,1,1,1,1,2,1,1,1,9999997,1,1,1,1,1,1,2,1,2,1,4,5,6,4,6,6,3,5,5,5,2,4,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,3,2,1,NA,99,NA,1,NA,1,2,2,2,2,2,2,2,123,3,123,3,NA,3,78,2,2,0,18,0,18,0,3,0,100,100,1,1,1,1,2,1,1,2,2,2,5,5,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,11,2,2,2,2,2,3,3,3,2,2,1,1,1,1,1,2,40,60,5,10,2318,28,1,1,0.5146,1.1715,0.5691,0.2839,0.331,-0.2296,1.769,0.83,3,-0.1328,0.0814,0.012,0.6345,0.0161,1,124.5,0.1446,1,0.1667,18,3,7,0.0185,1.2432,18.6185,3,41.751746428,5.78548,17NOV16:12:20:57
USA,840,00053,84000053,06MS,084000,84000,USA0309,8400000,1,2,313,4,107,70,3,45,45,45,45,5,5,11,2,2,1,1,1,1,1,1,1,1,9999997,2,1,1,2,1,2,2,2,1,1,5,6,5,5,6,6,6,6,6,6,6,6,6,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,3,3,3,3,3,3,3,1,NA,97,0,2,1,2,1,3,1,3,1,2,2,11,0,7,NA,3,NA,10,0,0,0,1,NA,0,0,1,0,100,100,1,1,1,1,1,2,1,1,2,3,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,98,22,86,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,70,3,10,177,23,1,1,2.6673,1.8445,1.6178,1.8133,2.3955,-0.4196,-0.1311,1,9,-0.1358,-0.1049,0.2727,0.9091,0,0.6364,11,0.0909,0,1,1,1,3,-1.5423,-2.1182,16.0909,3,713.48800952,98.86695,17NOV16:12:20:57
USA,840,00055,84000055,06MS,084000,84000,USA0206,8400000,1,2,313,5,560,532,4,326,300,300,300,5,65,65,2,2,1,1,2,1,2,2,1,2,9999997,1,2,1,1,1,1,2,2,1,1,5,4,5,5,5,5,4,5,4,6,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,2,3,1,1,NA,1,NA,100,0,0,NA,2,2,2,2,2,2,2,2,54,NA,48,NA,38,NA,14,NA,2,NA,6,NA,6,NA,4,NA,100,100,1,1,1,1,1,1,1,1,4,2,5,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,10,20,55,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,37,60,6,5,1092,28,0.9202,1,0.8449,1.0813,0.7289,0.3642,0.6612,-1.1417,-0.3422,0.33,1,-0.1328,0.2838,0.7037,0.2593,0.037,0.8889,54,0.1111,1,0.6667,6,1,5,0.0185,0.2229,20.2222,3,81.676538757,11.31779,17NOV16:12:20:57
USA,840,00056,84000056,06MS,084000,84000,USA0104,8400000,1,2,313,5,320,344,5,180,100,100,100,8,60,60,1,2,1,1,1,1,2,2,2,1,9999997,1,2,1,2,1,1,2,1,1,1,4,5,5,4,6,4,5,5,4,5,4,5,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,1,NA,95,1,4,0,2,2,1,1,2,2,3,2,45,0,30,0,45,0,20,0,0,0,6,NA,4,NA,6,NA,100,100,1,1,1,1,1,1,1,1,2,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,75,20,85,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,20,30,3,NA,664,33,0.5556,1,0.8679,1.2617,1.0154,0.1158,0.3519,1.4806,2.8245,1,6,0.2208,-0.4548,1,0.4444,0,0.6667,45,0.1333,0.6667,1,6,1,5,-0.9826,-0.3599,14.7556,3,155.41896916,21.53617,17NOV16:12:20:57
USA,840,00057,84000057,06MS,084000,84000,USA0102,8400000,1,2,313,3,500,500,3,250,150,150,20,6,10,120,1,1,1,1,2,2,1,2,1,1,9999997,1,2,1,1,1,1,2,1,1,1,3,3,4,6,5,5,5,6,4,4,3,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,3,2,1,NA,100,0,0,0,1,1,1,1,1,1,1,1,100,NA,97,NA,100,NA,90,NA,3,NA,14,NA,14,NA,14,NA,100,100,1,1,1,1,1,1,1,1,3,2,5,5,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,20,17,62,2,2,2,2,2,2,1,2,3,2,1,1,1,1,1,1,30,70,10,35,1000,23,0.6,1,0.5709,0.2784,1.1814,0.6203,-0.1259,-0.6097,-0.3422,0.67,3,-1.2541,-1.6823,1,0.9,0.03,0.97,100,0.14,1,1,14,3,6,0.0185,0.1601,10,3,90.591896428,12.55318,17NOV16:12:20:57
USA,840,00060,84000060,06MS,084000,84000,USA0308,8400000,1,2,313,5,937,971,5,500,70,70,0,100,100,120,1,1,1,1,1,1,2,1,1,1,9999997,1,1,1,1,1,1,2,1,1,1,3,3,6,6,6,5,3,6,6,6,2,6,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,2,1,2,2,3,1,1,NA,100,0,0,0,3,2,2,2,1,2,1,1,98,2,NA,2,NA,NA,NA,NA,0,0,9,0,8,0,8,0,83,9,1,1,1,1,1,1,1,1,3,2,3,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,1,1,1,1,1,2,2,2,30,14,57,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,15,10,2,5,1908,33,0.14,1,0.8674,0.6412,0.9613,1.0958,0.908,-1.0847,0.1856,0.83,0,-0.9866,0.4783,NA,NA,0,0.0101,99,0.0909,0.8889,0.8889,9,3,7,0.4463,0.2229,19.2727,3,48.027217041,6.65506,17NOV16:12:20:57
USA,840,00061,84000061,06MS,084000,84000,USA0308,8400000,1,2,313,3,1325,1325,5,800,200,200,100,10,100,150,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,2,2,2,1,1,4,5,5,5,6,6,6,6,6,6,4,6,5,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,3,3,3,3,2,3,2,1,NA,75,0,25,0,1,1,1,1,2,2,1,2,124,7,124,7,124,7,62,2,1,0,12,4,12,4,12,4,95,100,1,1,1,1,1,1,1,2,1,2,5,5,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,18,7,3,2,2,2,2,2,3,2,3,2,2,1,1,1,1,1,1,40,60,60,60,2650,33,0.25,1,1.8399,1.2617,1.6178,1.8133,1.3323,-0.7997,-0.493,0.92,6,-0.4813,-1.6823,1,0.4941,0.0078,1,127.5,0.1098,1,1,14,3,4,0.0185,0.9807,20.784300000000002,3,30.137042342,4.17604,17NOV16:12:20:57
USA,840,00063,84000063,06MS,084000,84000,USA0308,8400000,1,2,313,5,529,955,5,416,130,100,30,18,70,190,2,2,1,1,1,1,2,1,1,1,9999997,2,1,1,2,2,2,2,2,1,1,6,4,5,6,5,6,5,6,5,5,5,6,4,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,2,1,1,1,2,2,2,1,NA,100,0,0,0,2,2,3,1,4,3,2,2,62,0,62,0,62,0,40,0,6,0,11,NA,NA,NA,NA,NA,100,100,1,1,1,1,1,1,1,1,2,2,5,5,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,3,65,3,86,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,25,35,1,1,1484,33,0.3125,0.7692,1.424,1.2339,1.1814,1.8133,0.7155,-1.1417,-0.3422,0.42,3,0.1535,0.1675,1,0.6452,0.0968,1,62,0.1774,NA,NA,11,1,2,0.0185,0.9192,23.9355,3,51.073748817,7.07721,17NOV16:12:20:57
USA,840,00065,84000065,06MS,084000,84000,USA0206,8400000,1,2,313,2,686,648,4,329,1400,1400,1200,80,80,140,1,1,1,1,1,1,2,2,1,1,9999997,1,2,1,1,1,1,1,1,2,1,6,4,6,6,6,5,4,6,4,4,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,3,1,1,NA,90,0,10,NA,2,1,3,2,2,3,2,2,81,NA,81,NA,65,NA,16,NA,0,NA,8,NA,8,NA,8,NA,100,100,1,1,1,1,1,1,1,2,2,2,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,31,28,53,2,2,2,1,1,2,2,3,2,1,1,1,2,1,1,1,60,48,29,29,1334,28,4.2553,1,0.7566,1.4517,1.2219,-0.0533,-0.1259,-1.2558,-0.3422,0.42,0,-0.0265,0.2921,0.8025,0.1975,0,1,81,0.0988,1,1,8,3,7,-0.6684,0.1652,16.4691,3,61.214423843,8.48239,17NOV16:12:20:57
USA,840,00066,84000066,06MS,084000,84000,USA0308,8400000,1,2,313,4,170,209,1,31,25,25,15,2,1,15,2,2,2,1,2,2,2,2,1,2,9999997,2,2,1,2,1,1,2,2,1,1,4,4,4,4,5,4,4,6,4,4,3,6,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,NA,100,0,0,NA,1,1,1,1,1,1,1,1,17,NA,17,NA,17,NA,4,NA,0,NA,2,NA,2,NA,2,NA,25,NA,1,1,1,2,1,2,1,2,2,2,5,5,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,3,3,25,8,85,4,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,20,80,2,NA,379,13,0.8065,1,0.4568,0.7151,0.5388,0.7176,-0.1259,-1.0277,-0.5533,0.75,1,-1.2541,-1.6823,1,0.2353,0,1,17,0.1176,1,1,2,1,3,1.8914,-2.1182,22.2941,3,119.88654178,16.6125,17NOV16:12:20:57
USA,840,00067,84000067,06MS,084000,84000,USA0102,8400000,1,2,313,3,311,285,4,151,151,151,151,45,45,75,1,1,1,1,2,1,2,2,1,1,9999997,1,2,2,1,1,1,2,2,1,1,2,4,5,4,6,5,4,5,4,4,4,5,5,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,3,1,3,1,1,NA,100,0,0,0,3,2,2,2,1,1,1,2,37,4,37,4,15,2,22,2,0,0,5,1,5,1,5,1,100,90,1,1,1,1,1,1,1,2,2,2,5,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,3,2,3,3,3,2,1,3,1,1,2,2,2,2,1,1,2,2,2,12,25,39,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,50,30,15,15,596,28,1,1,0.5498,0.7167,0.7844,0.3642,0.0278,-0.9137,-0.2102,0.75,6,-0.6423,0.4783,0.4103,0.5897,0,1,39,0.141,1,1,5.5,3,4,-0.666,-0.878,15.2821,3,166.21998359,23.03285,17NOV16:12:20:57
