CourseID,CourseSectionID,CourseSectionOrigID,Bb_UserPK,CUPK,TimeSpent
442,17057,BioA-S116-01,86130,191371,142.7337
442,17057,BioA-S116-01,86202,191475,1391.0673
442,17057,BioA-S116-01,86216,191505,1855.9338
442,17057,BioA-S116-01,87081,192866,181.5999
442,17057,BioA-S116-01,88568,195134,1329.3997
442,17057,BioA-S116-01,89300,196293,1132.1503
442,17057,BioA-S116-01,90466,197738,658.4165
442,17057,BioA-S116-01,90995,198551,13.9333
442,17057,BioA-S116-01,91066,198783,222.9831
442,17057,BioA-S116-01,92510,201458,295.5494
442,17057,BioA-S116-01,92633,201741,571.2834
442,17201,BioA-T116-01,84794,189308,919.5
442,17511,BioA-S216-01,95658,221862,644.2667
442,17511,BioA-S216-01,96950,224952,2264.4834
442,17511,BioA-S216-01,97386,226087,71.0166
444,17152,PhysA-S116-01,48797,191865,1481.8
444,17152,PhysA-S116-01,55140,197402,2083.3167
444,17152,PhysA-S116-01,57489,199051,1863.5169
444,17152,PhysA-S116-01,62754,191114,674.3167
444,17152,PhysA-S116-01,76426,192662,850.7329
444,17152,PhysA-S116-01,79352,202155,1062.8665
444,17152,PhysA-S116-01,79596,190520,1546.4166
444,17152,PhysA-S116-01,85390,190170,0.7
444,17152,PhysA-S116-01,85522,202164,968.3333
444,17152,PhysA-S116-01,85962,191108,1349.9664
444,17152,PhysA-S116-01,86353,191714,328.5168
444,17152,PhysA-S116-01,87171,193009,768.6994
444,17152,PhysA-S116-01,88296,194736,1190.5998
444,17152,PhysA-S116-01,88381,194887,1120.367
444,17152,PhysA-S116-01,89295,196439,532.7998
444,17152,PhysA-S116-01,89425,196474,2173.1333
444,17152,PhysA-S116-01,89490,196556,2046.9998
444,17152,PhysA-S116-01,91038,198739,1639.4498
444,17152,PhysA-S116-01,91633,199915,1510.7002
444,17152,PhysA-S116-01,92511,201460,125.0666
444,17152,PhysA-S116-01,92729,202153,1691.5998
444,17152,PhysA-S116-01,92732,202157,2199.3
444,17152,PhysA-S116-01,92733,202158,1020.5828
444,17152,PhysA-S116-01,92743,202170,1711.0164
444,17606,PhysA-S216-01,67102,222643,719.2833
444,17606,PhysA-S216-01,70187,216907,719.1165
444,17606,PhysA-S216-01,78153,222046,1769.8667
444,17606,PhysA-S216-01,94189,217046,2321.7998
444,17606,PhysA-S216-01,94251,217317,4552.0833
444,17606,PhysA-S216-01,95266,219965,609.7999
444,17606,PhysA-S216-01,95283,220702,47
444,17606,PhysA-S216-01,95578,221187,2201.5503
444,17606,PhysA-S216-01,96027,222481,2363.2667
444,17606,PhysA-S216-01,96090,222688,112.5167
444,17606,PhysA-S216-01,97150,225382,759.3335
444,17606,PhysA-S216-01,97265,225715,817.4501
444,17152,PhysA-S116-01,76133,200819,1276.5167
444,17152,PhysA-S116-01,79128,202166,1910.2338
444,17152,PhysA-S116-01,85953,191093,3255.3003
444,17152,PhysA-S116-01,88091,194453,262.5502
444,17152,PhysA-S116-01,88481,195247,642.0504
444,17152,PhysA-S116-01,89395,196429,2432.7831
444,17152,PhysA-S116-01,90326,197494,509.5167
444,17152,PhysA-S116-01,90333,197506,231.7502
444,17152,PhysA-S116-01,91030,198715,1302.8501
444,17152,PhysA-S116-01,91575,199827,2219.916
444,17152,PhysA-S116-01,91821,200302,377.7002
444,17152,PhysA-S116-01,92724,202148,2700.6668
444,17152,PhysA-S116-01,92725,202149,2058.4167
444,17152,PhysA-S116-01,92726,202150,1901.9166
444,17152,PhysA-S116-01,92727,202151,898
444,17152,PhysA-S116-01,92740,202167,1272.7001
444,17152,PhysA-S116-01,92741,202168,5373.3502
444,17294,PhysA-T116-01,66508,195793,2823.7501
444,17294,PhysA-T116-01,84632,189066,1289.1006
444,17606,PhysA-S216-01,94970,219558,2415.2493
444,17606,PhysA-S216-01,96472,223634,377.3498
444,17606,PhysA-S216-01,96590,224003,262.1667
444,17606,PhysA-S216-01,96808,224615,2446.3169
444,17606,PhysA-S216-01,96867,224760,1841.7836
