student_ID,course_ID,subject,semester,section,pre_int,pre_uv,pre_percomp,pre_tv,post_int,post_uv,post_tv,post_percomp,enrollment_reason,enrollment_status,final_grade,time_spent
85891,FrScA-S116-03,FrScA,S116,03,5,4.333333333333333,4,4.714285714285714,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,85.87442922,1784.2506
85929,FrScA-S116-01,FrScA,S116,01,4,4,3.5,4,4,4,4,3,Learning Preference of the Student,Approved/Enrolled,85.61643836,1297.9167
85930,FrScA-S116-01,FrScA,S116,01,4.2,2,3,3.142857142857143,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,83.78995434,1647.2669
85953,PhysA-S116-01,PhysA,S116,01,4.2,4.333333333333333,5,4.285714285714286,NA,NA,NA,NA,Other,Approved/Enrolled,95.13888889,3255.3003
85962,PhysA-S116-01,PhysA,S116,01,3.8,3,2,3.4285714285714284,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,85.93055556,1349.9664
85970,AnPhA-S116-01,AnPhA,S116,01,4.2,4,3.5,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.6224,610.8334
86002,FrScA-S216-04,FrScA,S216,04,4.4,4,3.5,4.142857142857143,NA,NA,NA,NA,Other,Approved/Enrolled,91.50564334,501.1839
86067,BioA-S116-01,BioA,S116,01,3.6,2.6666666666666665,3,3.4285714285714284,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,88.78494624,516.7003
86072,AnPhA-S116-01,AnPhA,S116,01,4.8,4.666666666666667,3.5,4.714285714285714,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,91.2928,608.1834
86105,FrScA-S116-01,FrScA,S116,01,3.2,3,4,3.2857142857142856,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,89.9543379,4075.5504
86110,BioA-S116-01,BioA,S116,01,3.8,3,3,3.4285714285714284,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,75.11182796,3954.2997
86113,BioA-S116-01,BioA,S116,01,3.8,3,4,3.4285714285714284,2.75,3,2.857142857142857,3.5,Other,Approved/Enrolled,75.0827957,63.6837
86119,AnPhA-S116-01,AnPhA,S116,01,4,4.666666666666667,4.5,4.571428571428571,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,71.7376,2127.0664
86130,BioA-S116-01,BioA,S116,01,3.8,3.6666666666666665,3,3.7142857142857144,NA,NA,NA,NA,Other,Approved/Enrolled,72.84946237,142.7337
86133,OcnA-S116-02,OcnA,S116,02,4.4,4,3.5,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,79.11222781,1581.7665
86202,BioA-S116-01,BioA,S116,01,3,3,3,3,NA,NA,NA,NA,Credit Recovery,Approved/Enrolled,45.76666667,1391.0673
86216,BioA-S116-01,BioA,S116,01,3.8,3.3333333333333335,3.5,3.5714285714285716,3.75,3.6666666666666665,3.7142857142857144,3.5,Scheduling Conflict,Approved/Enrolled,92.94301075,1855.9338
86229,FrScA-S216-01,FrScA,S216,01,5,3.3333333333333335,4.5,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,84.65011287,1210.0499
86240,OcnA-S216-01,OcnA,S216,01,4,3.6666666666666665,3.5,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,71.80904523,1800.2174
86251,FrScA-S216-01,FrScA,S216,01,4.4,2.6666666666666665,3,3.5714285714285716,NA,NA,NA,NA,Other,Approved/Enrolled,72.91196388,1374.95
86267,AnPhA-S116-01,AnPhA,S116,01,5,5,4.5,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,35.0608,406.0001
86268,AnPhA-S216-01,AnPhA,S216,01,5,5,4,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.5386672,1272.3172
86271,FrScA-S116-01,FrScA,S116,01,4.2,4,3.5,4.142857142857143,4,3.6666666666666665,3.857142857142857,3,Course Unavailable at Local School,Approved/Enrolled,97.26027397,282.7834
86275,AnPhA-S116-01,AnPhA,S116,01,4.4,4,3,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,95.0208,7067.1498
86277,AnPhA-S116-01,AnPhA,S116,01,4.2,4,4,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,89.8133328,3856.8672
86280,FrScA-S116-01,FrScA,S116,01,5,5,4,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,85.61643836,2167.9669
86286,AnPhA-S116-01,AnPhA,S116,01,4.2,3.6666666666666665,2.5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,96.8144,4140.4495
86294,AnPhA-S116-01,AnPhA,S116,01,4,4.333333333333333,3.5,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,83.4938672,4239.5495
86296,OcnA-S216-01,OcnA,S216,01,3.6,3,3,3.2857142857142856,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,73.1038526,403.8
86309,FrScA-S116-03,FrScA,S116,03,4.8,3.3333333333333335,4.5,4.142857142857143,4,2.6666666666666665,3.4285714285714284,3.5,Course Unavailable at Local School,Approved/Enrolled,68.65525114,1219.4837
86314,AnPhA-S116-02,AnPhA,S116,02,4.2,5,4.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.5237328,3030.1667
86339,FrScA-S116-01,FrScA,S116,01,4.2,3.6666666666666665,3.5,3.857142857142857,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,91.78082192,598.783
86340,FrScA-S116-01,FrScA,S116,01,4.4,3.3333333333333335,4,3.857142857142857,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,95.43378995,1077.3504
86349,FrScA-S216-01,FrScA,S216,01,5,5,4.5,5,4.25,4,4.142857142857143,3.5,Scheduling Conflict,Approved/Enrolled,87.81038375,847.9663
86353,PhysA-S116-01,PhysA,S116,01,4.8,5,3,4.857142857142857,3,3.3333333333333335,3.142857142857143,3,Learning Preference of the Student,Approved/Enrolled,85.73611111,328.5168
86364,FrScA-S116-01,FrScA,S116,01,4.8,3.6666666666666665,4,4.285714285714286,3.75,3.6666666666666665,3.7142857142857144,3,Other,Approved/Enrolled,81.27853881,3429.2834
86365,FrScA-S116-01,FrScA,S116,01,4.4,4,4,4.142857142857143,NA,NA,NA,NA,Other,Approved/Enrolled,98.17351598,1027.7002
86432,AnPhA-S116-01,AnPhA,S116,01,3.8,4,3,3.857142857142857,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,68.6629328,3715.9002
86446,AnPhA-S116-01,AnPhA,S116,01,4,3.6666666666666665,3,3.857142857142857,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,85.6208,2527.6997
86451,AnPhA-S116-01,AnPhA,S116,01,4.4,4.333333333333333,4,4.285714285714286,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,93.7024,4176.8337
86455,FrScA-S116-01,FrScA,S116,01,5,2.6666666666666665,3,4,NA,NA,NA,NA,Other,Approved/Enrolled,91.09589041,1616.3337
86460,OcnA-S116-01,OcnA,S116,01,4.2,3.6666666666666665,3.5,4,4.5,5,4.714285714285714,2,Other,Approved/Enrolled,88.72026801,1891.1999
86476,FrScA-S116-01,FrScA,S116,01,4,2.6666666666666665,4,3.4285714285714284,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,95.43378995,1673.8004
86479,AnPhA-S116-01,AnPhA,S116,01,5,5,NA,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,92.6074672,2712.234
86484,AnPhA-S116-01,AnPhA,S116,01,4.2,4.666666666666667,4.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,80.0656,1872.0336
86488,AnPhA-S116-01,AnPhA,S116,01,4.2,3.6666666666666665,4,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,87.4408,3599.7168
86490,FrScA-S216-01,FrScA,S216,01,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.67945824,1101.2833
86492,AnPhA-S116-01,AnPhA,S116,01,4,4,3.5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,25.5928,893.1332
86504,AnPhA-S116-01,AnPhA,S116,01,1.8,2.3333333333333335,2.5,2.142857142857143,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,75.5392,1551.3498
86515,FrScA-S216-01,FrScA,S216,01,5,4,4,4.571428571428571,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,87.13318284,846.0835
86527,OcnA-S216-01,OcnA,S216,01,4.4,4,3,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,82.71524288,2211.5331
86580,BioA-S116-01,BioA,S116,01,3.8,3.3333333333333335,2.5,3.5714285714285716,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,83.16666667,1076.5339
86588,AnPhA-S116-01,AnPhA,S116,01,5,4.666666666666667,5,4.857142857142857,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,19.84,67.5167
86608,AnPhA-S116-01,AnPhA,S116,01,4,4,3.5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,79.8506672,3109.0664
86618,FrScA-S116-03,FrScA,S116,03,5,5,4.5,5,5,5,5,5,Course Unavailable at Local School,Approved/Enrolled,49.13013699,2393.4669
86627,FrScA-S116-02,FrScA,S116,02,4.2,4.666666666666667,4,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,61.2283105,2193.117
86679,FrScA-S116-01,FrScA,S116,01,NA,3,4,NA,NA,NA,NA,NA,Other,Approved/Enrolled,95.89041096,2267.4
86689,OcnA-S116-02,OcnA,S116,02,5,4,3,4.571428571428571,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,60.40201005,2457.1828
86697,OcnA-S216-02,OcnA,S216,02,4.6,4,4,4.285714285714286,NA,NA,NA,NA,Other,Approved/Enrolled,90.07705193,1133.4667
86707,AnPhA-S116-02,AnPhA,S116,02,4.4,4.666666666666667,3.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,85.9093344,2143.133
86709,FrScA-S116-01,FrScA,S116,01,4.4,3,3.5,3.7142857142857144,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,95.66210046,1600.3334
86758,OcnA-S116-01,OcnA,S116,01,4.6,3,3.5,3.857142857142857,4.75,4.666666666666667,4.714285714285714,4,Course Unavailable at Local School,Approved/Enrolled,94.61474037,3742.8836
86792,FrScA-S116-01,FrScA,S116,01,4.6,4,4,4.285714285714286,2.25,2,2.142857142857143,2.5,Course Unavailable at Local School,Approved/Enrolled,99.08675799,879.1998
86793,FrScA-S116-01,FrScA,S116,01,4.8,4,4.5,4.428571428571429,4,3,3.5714285714285716,4,Course Unavailable at Local School,Approved/Enrolled,96.34703196,553.3835
86803,FrScA-S116-01,FrScA,S116,01,4.8,4.333333333333333,4.5,4.571428571428571,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,87.55707763,3344.1504
86815,FrScA-S116-01,FrScA,S116,01,4.8,3.3333333333333335,3.5,4.142857142857143,4,4,4,4,Course Unavailable at Local School,Approved/Enrolled,83.33333333,1666.7332
86836,FrScA-S216-01,FrScA,S216,01,4,3,3,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,89.84198646,1422.7335
86882,FrScA-S116-03,FrScA,S116,03,5,3.6666666666666665,4.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,80.3652968,1294.8334
86942,AnPhA-S216-01,AnPhA,S216,01,5,4.666666666666667,5,4.857142857142857,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,83.624,3101.5166
86943,OcnA-S116-01,OcnA,S116,01,4.4,3.6666666666666665,4,4,4.25,4,4.142857142857143,4,Scheduling Conflict,Approved/Enrolled,73.07872697,1377.5666
87001,OcnA-S116-02,OcnA,S116,02,4.2,3.6666666666666665,4.5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,68.25795645,1202.6335
87010,FrScA-S116-01,FrScA,S116,01,3.8,3.6666666666666665,3,3.857142857142857,4.75,4,4.428571428571429,3,Course Unavailable at Local School,Approved/Enrolled,88.01369863,1920.8168
87020,FrScA-S216-01,FrScA,S216,01,4,3.3333333333333335,4,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,73.25056433,1788.9003
87027,FrScA-S116-01,FrScA,S116,01,5,3.6666666666666665,4,4.428571428571429,5,3.6666666666666665,4.428571428571429,5,Course Unavailable at Local School,Approved/Enrolled,78.76712329,1605.0336
87043,AnPhA-S116-01,AnPhA,S116,01,5,4.666666666666667,4.5,4.857142857142857,NA,NA,NA,NA,Other,Approved/Enrolled,91.312,1587.1833
87081,BioA-S116-01,BioA,S116,01,4,4,4,4,NA,NA,NA,NA,Other,Approved/Enrolled,6.693548387,181.5999
87093,FrScA-S116-01,FrScA,S116,01,4.4,4.666666666666667,4,4.571428571428571,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,60.2739726,486.65
87122,OcnA-S116-02,OcnA,S116,02,5,5,4,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,8.040201005,546.4335
87163,FrScA-S116-01,FrScA,S116,01,4.6,4.333333333333333,4.5,4.428571428571429,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,88.58447489,1365.8501
87166,AnPhA-S116-01,AnPhA,S116,01,4.6,4.333333333333333,4.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,77.3104,1471.8833
87171,PhysA-S116-01,PhysA,S116,01,5,4.666666666666667,4,4.857142857142857,4.25,3.6666666666666665,4,4,Course Unavailable at Local School,Approved/Enrolled,97.5,768.6994
87209,OcnA-S116-02,OcnA,S116,02,3.8,3.3333333333333335,3.5,3.5714285714285716,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,80.83752094,3755.1506
87484,FrScA-S116-01,FrScA,S116,01,4,3.3333333333333335,4,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,92.69406393,3341.9499
87485,FrScA-S116-01,FrScA,S116,01,3.4,2.6666666666666665,2.5,3.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,65.98173516,1451.8836
87489,FrScA-S116-01,FrScA,S116,01,3.4,2.6666666666666665,3,3,3.75,1.6666666666666667,2.857142857142857,3,Course Unavailable at Local School,Approved/Enrolled,71.00456621,1075.0999
87504,FrScA-S116-01,FrScA,S116,01,4.8,3.3333333333333335,3,4.142857142857143,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,55.02283105,1330.8502
87552,BioA-S116-01,BioA,S116,01,4,4.666666666666667,NA,4.285714285714286,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,90.08064516,1496.8001
87579,FrScA-S116-01,FrScA,S116,01,3.8,3.3333333333333335,3,3.5714285714285716,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,96.11872146,1451.9169
87670,OcnA-S216-01,OcnA,S216,01,4.8,5,5,4.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,76.20435511,1995.5832
87689,BioA-T116-01,BioA,T116,01,2.8,3.6666666666666665,3,3.142857142857143,2.75,3.3333333333333335,3,3.5,Other,Approved/Enrolled,82.70215054,1525.0333
87805,FrScA-S116-01,FrScA,S116,01,4.6,3.3333333333333335,4.5,4,4.75,3.3333333333333335,4.142857142857143,4.5,Course Unavailable at Local School,Approved/Enrolled,96.80365297,1388.1167
87825,OcnA-S216-01,OcnA,S216,01,4.6,3.6666666666666665,4.5,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.47738693,330.7998
87861,FrScA-S216-01,FrScA,S216,01,4.6,3.6666666666666665,4,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,95.48532731,3303.3832
87865,AnPhA-T116-01,AnPhA,T116,01,3.8,4.666666666666667,3.5,4.142857142857143,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,83.1264,1304.1168
87866,FrScA-T116-01,FrScA,T116,01,3.8,3.3333333333333335,3.5,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,94.50456621,1988.8836
87905,FrScA-S116-01,FrScA,S116,01,4.4,2.6666666666666665,4,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.37899543,2166.8999
87906,FrScA-S116-01,FrScA,S116,01,5,4.333333333333333,3.5,4.714285714285714,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,81.73515982,1095.6001
87914,FrScA-S116-01,FrScA,S116,01,4.6,4.333333333333333,3.5,4.428571428571429,5,5,5,4,Course Unavailable at Local School,Approved/Enrolled,86.07305936,1156.1668
87927,FrScA-S116-01,FrScA,S116,01,4.4,3.3333333333333335,3.5,3.857142857142857,4.25,4,4.142857142857143,3.5,Course Unavailable at Local School,Approved/Enrolled,69.6347032,3934.8498
87955,OcnA-T116-01,OcnA,T116,01,5,3.6666666666666665,4,4.428571428571429,5,4.333333333333333,4.714285714285714,3.5,Course Unavailable at Local School,Approved/Enrolled,83.44723618,2420.5994
87970,OcnA-S116-01,OcnA,S116,01,4.2,5,3,5,5,4.666666666666667,4.857142857142857,4,Course Unavailable at Local School,Approved/Enrolled,86.69514238,3123.3502
87988,FrScA-S216-02,FrScA,S216,02,5,4.333333333333333,4.5,4.714285714285714,NA,NA,NA,NA,Course Unavailable at Local School,Dropped,NA,7.8831
88048,FrScA-S216-02,FrScA,S216,02,3.6,2.6666666666666665,3,3.2857142857142856,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.00225734,2269.133
88050,AnPhA-S116-01,AnPhA,S116,01,4.2,4.333333333333333,4,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,71.6757328,2130.6666
88068,AnPhA-S116-01,AnPhA,S116,01,4.6,4.666666666666667,4.5,4.571428571428571,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,70.6074672,535.8334
88075,FrScA-S116-04,FrScA,S116,04,4.6,3.6666666666666665,3.5,4.142857142857143,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,83.17123288,4323.8332
88091,PhysA-S116-01,PhysA,S116,01,4.2,4,3.5,4.142857142857143,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,97.72222222,262.5502
88099,AnPhA-S116-01,AnPhA,S116,01,3.8,4,3,3.857142857142857,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,81.9629328,2615.4998
88153,AnPhA-S116-01,AnPhA,S116,01,3.2,3.3333333333333335,2.5,3.142857142857143,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,88.7024,6954.6997
88166,OcnA-S116-02,OcnA,S116,02,5,3,3,4.142857142857143,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,84.92127303,2137.7164
88168,OcnA-S116-02,OcnA,S116,02,4.8,3.6666666666666665,3.5,4.285714285714286,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,95.96314908,2885.7832
88261,FrScA-S116-01,FrScA,S116,01,3.6,2.3333333333333335,2.5,3,4,4.333333333333333,4.142857142857143,3,Course Unavailable at Local School,Approved/Enrolled,98.63013699,1269.6667
88282,OcnA-T116-01,OcnA,T116,01,2.8,2,3,2.4285714285714284,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,92.12060302,2373.7169
88307,OcnA-S116-03,OcnA,S116,03,4.4,3,3,3.857142857142857,4.25,1.3333333333333333,3,3.5,Course Unavailable at Local School,Approved/Enrolled,54.5352381,1811.9338
88311,FrScA-S216-04,FrScA,S216,04,5,3,4,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,92.60722348,1660.9829
88340,OcnA-T116-01,OcnA,T116,01,3.8,3,3,3.4285714285714284,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,68.93802345,444.5
88381,PhysA-S116-01,PhysA,S116,01,3.6,3.3333333333333335,3,3.4285714285714284,3.5,3.6666666666666665,3.5714285714285716,4,Learning Preference of the Student,Approved/Enrolled,96.80555556,1120.367
88409,FrScA-S116-03,FrScA,S116,03,5,NA,5,NA,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,68.03424658,2313.5495
88440,OcnA-S116-01,OcnA,S116,01,4.6,4,3.5,4.285714285714286,4.25,4,4.142857142857143,4,Learning Preference of the Student,Approved/Enrolled,81.06532663,2600.1334
88474,OcnA-S216-01,OcnA,S216,01,4.2,3,3,3.7142857142857144,NA,NA,NA,NA,Other,Approved/Enrolled,56.9681742,4112.7673
88481,PhysA-S116-01,PhysA,S116,01,4.8,4.666666666666667,4,4.714285714285714,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,26.80555556,642.0504
88493,FrScA-S116-01,FrScA,S116,01,4,2.3333333333333335,3.5,3.2857142857142856,4,2.3333333333333335,3.2857142857142856,4,Course Unavailable at Local School,Dropped,NA,56.3166
88501,FrScA-S116-01,FrScA,S116,01,4.6,3.3333333333333335,3.5,4,5,3.3333333333333335,4.285714285714286,3.5,Course Unavailable at Local School,Approved/Enrolled,78.31050228,3315.3331
88504,OcnA-S216-01,OcnA,S216,01,3.8,3,4,3.4285714285714284,NA,NA,NA,NA,Course Unavailable at Local School,Dropped,NA,68.6333
88527,FrScA-S116-01,FrScA,S116,01,4.2,2,3.5,3.142857142857143,2.75,2,2.4285714285714284,3,Course Unavailable at Local School,Approved/Enrolled,92.69406393,1551.6665
88568,BioA-S116-01,BioA,S116,01,3,3,3.5,3,NA,NA,NA,NA,Other,Approved/Enrolled,36.57419355,1329.3997
88596,FrScA-S216-01,FrScA,S216,01,4.4,3.6666666666666665,3,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,91.87358916,1395.8998
88612,AnPhA-S216-01,AnPhA,S216,01,3.8,4,4,3.857142857142857,NA,NA,NA,NA,Other,Approved/Enrolled,71.6544,2258.9165
88636,FrScA-S116-03,FrScA,S116,03,5,4.333333333333333,5,4.714285714285714,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,65.56392694,1284.8333
88641,AnPhA-S116-01,AnPhA,S116,01,3.6,4,3.5,3.7142857142857144,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,87.1808,1998.4998
88642,OcnA-S216-02,OcnA,S216,02,3.8,2.6666666666666665,3,3.2857142857142856,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,83.58458961,1980.6001
88703,OcnA-T116-01,OcnA,T116,01,4.4,3,3,3.857142857142857,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,35.74539363,1233.3832
88803,OcnA-S216-02,OcnA,S216,02,3.6,2.6666666666666665,3,3.142857142857143,NA,NA,NA,NA,Credit Recovery,Approved/Enrolled,65.03685092,2015.5833
88835,FrScA-S116-03,FrScA,S116,03,4.2,2.6666666666666665,3.5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.97945205,2062.95
88836,FrScA-S116-03,FrScA,S116,03,4.8,3.3333333333333335,3,4.142857142857143,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,67.91780822,152.7499
88845,FrScA-S216-01,FrScA,S216,01,4.8,3.6666666666666665,3.5,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,90.97065463,1075.6163
88849,OcnA-S216-01,OcnA,S216,01,4.2,4,3,4.142857142857143,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,90.76884422,4799.483
88854,FrScA-S216-01,FrScA,S216,01,3.8,2.6666666666666665,2.5,3.2857142857142856,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,69.63882619,885.9167
88864,OcnA-S216-02,OcnA,S216,02,4.2,3.3333333333333335,3,3.7142857142857144,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,69.8040201,2231.3667
88868,FrScA-S116-03,FrScA,S116,03,4.4,3.6666666666666665,3.5,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,76.30821918,1174.3499
88874,FrScA-S116-03,FrScA,S116,03,3.4,3.3333333333333335,2.5,3.2857142857142856,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,11.15296804,700.9668
88886,FrScA-S116-03,FrScA,S116,03,4,3,4,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,75.28310502,1598.3499
88979,AnPhA-S216-02,AnPhA,S216,02,5,5,5,5,NA,NA,NA,NA,Scheduling Conflict,Dropped,NA,364.5001
88995,AnPhA-T116-01,AnPhA,T116,01,4.2,4,4,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,85.7936,119.3169
89005,AnPhA-T116-01,AnPhA,T116,01,5,5,3.5,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,87.6208,2429.3997
89114,OcnA-S116-01,OcnA,S116,01,4,3.6666666666666665,3,3.857142857142857,4,3.6666666666666665,3.857142857142857,2.5,Learning Preference of the Student,Approved/Enrolled,95.00837521,1092.3662
89128,FrScA-S116-01,FrScA,S116,01,4.6,4.666666666666667,4,4.714285714285714,4.5,4.666666666666667,4.571428571428571,3,Other,Approved/Enrolled,87.67123288,362.8837
89142,AnPhA-S116-01,AnPhA,S116,01,5,4.333333333333333,3.5,4.714285714285714,NA,NA,NA,NA,Other,Approved/Enrolled,95.104,3067.4676
89144,FrScA-S116-03,FrScA,S116,03,5,4.333333333333333,4.5,4.714285714285714,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,90.65068493,2582.4167
89165,FrScA-S116-03,FrScA,S116,03,5,4,3,4.571428571428571,3.75,3,3.4285714285714284,2.5,Course Unavailable at Local School,Approved/Enrolled,92.46575342,2571.5334
89168,FrScA-S116-03,FrScA,S116,03,4.2,3.6666666666666665,3.5,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Dropped,NA,60.65
89194,AnPhA-S116-01,AnPhA,S116,01,3.6,3.3333333333333335,3.5,3.4285714285714284,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,83.2053328,317.2168
89295,PhysA-S116-01,PhysA,S116,01,4.4,4,4.5,4.142857142857143,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,68.05555556,532.7998
89300,BioA-S116-01,BioA,S116,01,3.4,3.6666666666666665,3,3.4285714285714284,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,61.3172043,1132.1503
89333,FrScA-S216-01,FrScA,S216,01,NA,4,3.5,4,NA,NA,NA,NA,Other,Approved/Enrolled,90.51918736,945.417
89345,FrScA-S216-01,FrScA,S216,01,4,2.3333333333333335,4,3.2857142857142856,NA,NA,NA,NA,Course Unavailable at Local School,Dropped,NA,48.4333
89376,FrScA-S116-03,FrScA,S116,03,5,4.666666666666667,4,4.857142857142857,2.25,2,2.142857142857143,1,Other,Approved/Enrolled,86.29452055,3780.5335
89395,PhysA-S116-01,PhysA,S116,01,5,4.333333333333333,3.5,4.714285714285714,5,3.6666666666666665,4.428571428571429,4.5,Course Unavailable at Local School,Approved/Enrolled,76.875,2432.7831
